nro_documento,parentesco,Legajo
531791324,Conyuge,84840941
452235417,Conyuge,54032635
960466151,Conyuge,5092278
940642384,Padre,83678660
865298144,Conyuge,27905417
553925018,Madre,7946046
577865500,Hijo,38767806
276972593,Madre,96183531
795360453,Conyuge,57701671
963815441,Padre,68172848
319937721,Madre,12577446
457227855,Hija,58756298
603966486,Padre,41988210
807080495,Madre,363243
291490767,Hijo,89856162
64940763,Conyuge,94651685
273762087,Hijo,16816299
536936409,Hijo,58880144
466651816,Hijo,21721028
528611396,Madre,86784953
712016950,Conyuge,22821981
223180925,Hijo,52332035
411266169,Hijo,83325364
836143674,Hijo,27424408
523343596,Conyuge,93170857
938279193,Madre,85304175
444404667,Conyuge,3834266
214366206,Madre,64662807
143561467,Hija,13103205
138931548,Hijo,10113638
904078399,Padre,41813512
832379660,Conyuge,51233031
971808542,Padre,64437637
949230968,Conyuge,87399853
669034059,Madre,93682859
532604658,Madre,3758510
865612619,Padre,98438039
437194374,Padre,15611050
208757007,Madre,45894307
933834524,Padre,64159919
201540846,Madre,85411735
762343031,Conyuge,20041392
751762846,Conyuge,25627965
649315270,Hijo,64761073
228540784,Madre,35507695
745388739,Hijo,63387288
566837924,Madre,47790033
377085351,Padre,30832590
848661618,Conyuge,53076833
855427366,Padre,37642544
814754562,Hijo,30162020
347662732,Madre,63459371
14708863,Hija,58050239
956347864,Hijo,48914269
17494026,Hija,62880430
185803547,Madre,80264439
888347461,Hija,47420197
771903225,Hija,57229384
283414804,Hija,75889980
680209708,Padre,35728934
67459948,Madre,79747364
915835827,Conyuge,2195957
247338017,Hija,4427834
668334112,Conyuge,96008397
705172721,Hija,32209616
987480040,Conyuge,62647515
579196102,Madre,83780630
676743484,Hijo,77713894
667628399,Hija,25942584
212500552,Hija,42688091
774086304,Conyuge,16039527
322851576,Hija,13274083
910120729,Padre,7328280
874255669,Hijo,6308561
512806949,Hijo,43395763
54836037,Madre,27543529
829543597,Hijo,51114253
758485234,Hija,90078211
777350560,Padre,3383214
239718233,Conyuge,40799480
676462954,Padre,24219100
170270336,Hijo,48073807
887513686,Madre,60697111
282851525,Conyuge,79731002
183887150,Conyuge,70567939
27766767,Hija,6896339
700343990,Conyuge,73807128
238473867,Madre,80111198
662407548,Hijo,18492569
83513618,Hija,34457845
265872055,Hijo,66919311
994968127,Padre,79271778
315197740,Padre,59986875
904410475,Conyuge,75802187
155746117,Hija,26580640
959129966,Madre,29882704
240741252,Madre,51340905
137196247,Madre,10849399
593783747,Padre,64498632
582663225,Hija,22111334
86134788,Hijo,21220275
388322235,Hija,90747736
737446186,Hija,95920309
431324114,Conyuge,51368248
897949586,Conyuge,9685925
936997924,Madre,74660149
605508701,Hija,30705369
25026932,Hijo,44738547
50289465,Padre,64240413
974924668,Conyuge,89384372
885470855,Padre,40902705
482667239,Conyuge,71131872
102110605,Hija,75630579
542376095,Conyuge,86723197
422893255,Conyuge,39211537
257328143,Madre,80478469
676938805,Conyuge,15325850
104707015,Hija,70200493
621017214,Madre,19804543
208306478,Conyuge,34575192
18295452,Hija,66480987
150717014,Madre,90878959
641659105,Hija,90634807
611308756,Hija,90842417
306002208,Hijo,41078242
524168744,Conyuge,97950049
810478792,Conyuge,63331693
21836340,Hija,90475641
898652617,Hijo,45189199
799215244,Conyuge,75957152
998709802,Conyuge,41357028
193953916,Hija,37569723
783120025,Padre,76112585
688841385,Conyuge,13331722
106147715,Madre,75856736
842660509,Hija,92179625
456455739,Padre,26087070
488190734,Hijo,83698605
537880139,Padre,72205889
810614022,Hijo,85286800
622121926,Madre,83833361
378946221,Padre,13864917
987274346,Hija,82991866
118518269,Conyuge,96094731
407445453,Hijo,8340603
522396822,Padre,71010786
426879856,Conyuge,3539768
451407281,Hija,96167948
329740579,Hija,89512147
459575864,Conyuge,2473372
969172127,Padre,35552927
542895481,Conyuge,35385639
260990349,Padre,77221844
937952771,Conyuge,57122837
808012728,Hija,44712291
385432144,Conyuge,20239483
768074499,Conyuge,10913750
763476174,Hija,89917445
593034689,Padre,6557394
223236731,Hijo,67670156
994721123,Padre,46276165
621107683,Hija,64077141
687674467,Padre,77422628
491298588,Hijo,5974524
708656483,Hija,96468477
320117941,Padre,41602428
64180609,Hija,19477991
239127855,Hija,86826985
582941225,Conyuge,52097491
288481290,Hijo,75498623
819018683,Conyuge,37588616
744062225,Madre,90022468
648328454,Hijo,7741910
216437055,Hijo,90003955
720389317,Madre,22368028
939812843,Hija,95331515
696025105,Conyuge,85626224
74961572,Madre,78625270
578875389,Hijo,48946305
466444180,Hijo,94450546
340246387,Hija,15086614
640206634,Hijo,70784444
559833738,Padre,2217218
102343956,Padre,90737451
706493301,Madre,89808006
51644976,Hijo,60286524
726094611,Hija,35955832
643492568,Hijo,99028984
722962995,Padre,35975321
918657167,Conyuge,65213513
749461212,Hijo,28251836
793597281,Conyuge,33354361
610506370,Hijo,88876527
205890204,Conyuge,95200846
703629115,Madre,7752327
632228409,Padre,76645550
166877815,Hijo,58715698
573397999,Hijo,64966577
843909753,Hija,61420211
807314002,Conyuge,59427815
729596403,Hijo,58799507
317428198,Conyuge,80850442
836970968,Hijo,43859997
772488916,Hija,61142149
677823267,Madre,7480860
507983788,Padre,81229273
313236588,Padre,92922537
580399988,Hijo,33002096
942934019,Madre,81726602
671482232,Madre,681028
858470246,Hija,80541659
873450053,Madre,34591547
218089232,Hija,29321110
971447846,Padre,10424205
112905542,Madre,42668865
108001085,Madre,87170572
279648272,Padre,66804728
656013092,Padre,19503962
220840461,Conyuge,59729796
864759622,Hija,35291604
298382469,Madre,51808338
688471925,Hija,56242430
507830498,Hija,69442770
532855794,Hijo,83412783
245621839,Hija,92049069
458598278,Hijo,66659335
661978532,Madre,66379429
516895421,Hijo,49040394
724944801,Madre,34472692
747360219,Padre,1314685
195165029,Padre,12916681
103687816,Madre,42061089
623380937,Hijo,82762508
910397912,Hijo,57722424
403326594,Hijo,63355550
141590942,Padre,40833895
472536571,Hija,2615870
34699877,Padre,17488902
105888730,Conyuge,89856162
872675859,Conyuge,6705405
432452195,Hijo,23420602
451927757,Hijo,46165052
237533375,Madre,98600312
240266510,Hijo,70408130
351296699,Hijo,35250152
20548651,Madre,69228101
287881499,Hijo,75566514
327596238,Padre,28071047
310758972,Hija,43173213
256500772,Madre,22934217
42321113,Padre,20387979
920545231,Padre,48698363
52412493,Padre,86222554
631905216,Madre,80159236
582304361,Padre,89908381
416263272,Conyuge,59202719
942618467,Conyuge,85408174
786129768,Conyuge,52990609
358611832,Madre,6958829
408340012,Madre,91541158
44591407,Hija,303399
207814228,Madre,74931566
840646627,Conyuge,36460114
994693544,Conyuge,98342522
174765148,Padre,74215328
77904113,Hija,77612945
408261351,Conyuge,84683284
250513346,Hija,11530312
429976936,Madre,17755463
459069805,Madre,87348891
256821376,Padre,59877942
323859475,Padre,68230602
823135790,Hija,80871626
724103322,Conyuge,81827113
423849630,Hijo,21710422
791180777,Hijo,41997154
519139702,Conyuge,17844736
353529523,Padre,68732305
581891204,Hija,45781595
598229274,Hijo,4745199
833775317,Hija,82071845
45936212,Hija,19776268
551999918,Conyuge,78680763
529335356,Hija,37684175
476441306,Conyuge,47880149
735887588,Hijo,99227874
260752272,Madre,49651805
953141310,Conyuge,3024745
674760733,Hijo,66986864
762588505,Madre,98107565
101624113,Hijo,18127236
122429480,Madre,5948185
927536375,Conyuge,26569605
562215949,Conyuge,67935131
166787109,Conyuge,55336062
93705915,Hija,21037017
793597281,Conyuge,84458153
10563036,Conyuge,55396488
818249725,Padre,59578463
730887265,Padre,95548442
784081865,Madre,76176863
319759651,Hija,70281247
145237956,Hija,33782195
429874381,Padre,82513862
762594259,Hija,77434312
643875170,Hija,99239608
59123635,Madre,42601909
844343823,Padre,37691894
851439645,Conyuge,58850069
616873557,Madre,67023704
708525734,Padre,16125028
429976936,Hijo,97731561
140195117,Conyuge,52365164
953908351,Hijo,33232333
199411634,Conyuge,71976102
817461731,Padre,88178026
730595357,Hijo,55738244
937325666,Hijo,29952656
884067983,Madre,73011489
861735098,Conyuge,66517076
436485740,Madre,86191364
323799811,Conyuge,17722418
952708414,Hijo,85810433
208799443,Conyuge,68075145
262529745,Hija,34876211
77796270,Madre,27506910
52444156,Hijo,91153658
131263467,Conyuge,54733541
639534932,Hija,85579612
326638134,Hijo,99149014
934626576,Conyuge,75966326
872968516,Madre,45772790
543633592,Conyuge,82272909
488215586,Madre,33496903
751231653,Padre,39913134
583595839,Hija,84539261
414004001,Madre,73815851
425741617,Padre,99730238
626111302,Hija,97949597
632288880,Hija,95099102
598722345,Hijo,27539814
465012001,Conyuge,57633069
36642515,Hija,67227569
666398006,Conyuge,71369257
716517370,Padre,52123607
634514909,Madre,11689994
936735394,Hija,78183403
585244214,Padre,71486514
152792119,Conyuge,22398492
804225963,Conyuge,17442511
271359968,Madre,16482279
312165258,Conyuge,13231823
626050234,Madre,9579261
770246726,Madre,50548015
324064029,Padre,87972294
341063454,Padre,26487436
994455483,Madre,58027319
456351654,Conyuge,73226851
718715183,Padre,85399214
708541561,Padre,56978566
858111312,Madre,51092513
450708580,Conyuge,89457119
909397346,Hija,44609855
207210156,Padre,9827564
556630612,Padre,7810691
30350202,Conyuge,38875944
462483362,Hija,73596378
378430624,Hija,14276533
143263449,Hija,84628893
360678168,Madre,59202526
688759407,Hijo,10775043
256640692,Hijo,44838730
992078068,Conyuge,19831046
897338262,Padre,10481436
484383977,Hija,97600817
266764625,Padre,6694986
772080031,Hijo,71258148
885785166,Madre,52483254
998709802,Padre,2107363
719730330,Conyuge,3120138
397360044,Hija,28247382
371516368,Hijo,85936713
129665118,Madre,75091292
720495358,Madre,3098658
80615331,Hijo,77871724
960809793,Padre,64129639
969082955,Padre,37864588
255678682,Hijo,59853726
897338262,Conyuge,21062753
790544286,Conyuge,52245871
382133524,Hija,51654680
340939352,Padre,44366052
731909921,Padre,8867240
379826902,Conyuge,37655185
33908289,Madre,60399552
340939352,Hija,18586699
761394881,Conyuge,14086825
954621412,Madre,97590018
10819962,Padre,52075783
371443061,Padre,4151472
719850936,Padre,9785944
211681892,Padre,13674390
796150440,Conyuge,33598989
786257572,Hija,46926493
933642026,Hija,52642261
111760713,Conyuge,19396569
157302168,Padre,13529881
585624923,Hijo,12148018
730619098,Padre,57809366
179905010,Padre,43706138
827547154,Madre,40147216
984883450,Conyuge,50419199
508168542,Hijo,92380034
418639674,Conyuge,20056283
98466038,Padre,46335710
667276646,Madre,46247154
933370408,Hija,44999976
527954639,Hija,98364515
514270090,Padre,90918253
599729281,Hija,964711
139653769,Hija,18503165
299148335,Madre,18051101
837441564,Hija,48540755
415673016,Padre,66875792
490803873,Conyuge,33266737
35452083,Conyuge,12653138
552508313,Conyuge,43627467
422645175,Padre,55712021
236867748,Madre,94365997
351296699,Hija,27769550
96914786,Hijo,28292776
680122587,Hija,20474818
235610280,Padre,48599796
766643812,Hija,57430032
708320814,Hija,91588625
219089339,Hijo,24641420
135610711,Hija,85653694
761759872,Conyuge,20361425
172827474,Hijo,34106116
832487344,Madre,14720355
46743410,Conyuge,7722845
590093153,Hija,9940457
759708938,Padre,50763538
702738528,Padre,98761873
288919978,Hijo,24644901
940923969,Hijo,14810447
985496572,Padre,703613
920789874,Hijo,21161703
754389371,Conyuge,19898610
869823904,Hijo,70506743
422548321,Hijo,67089055
395732540,Hija,27250886
284240607,Conyuge,63863400
967607435,Hijo,50770384
137194851,Hija,31535927
728678213,Madre,84549287
826486058,Conyuge,50416786
970530826,Padre,48496692
873750691,Hijo,51472023
169800366,Padre,36725282
222649578,Hijo,89612159
458856946,Conyuge,22998096
26987200,Hija,91784041
912767486,Hijo,86214736
946604355,Conyuge,64501880
673159417,Madre,82740597
599729281,Hijo,88369794
795277484,Hija,70657399
868723501,Conyuge,9143189
690770366,Padre,70754968
696964741,Madre,90781917
509689886,Hijo,79832719
195244927,Hija,77907809
369169699,Conyuge,26176936
947971630,Madre,94815959
375733534,Hija,26196358
395455748,Conyuge,21085104
951257520,Madre,9303275
808044387,Padre,6004970
669753594,Padre,94540931
120717561,Hija,96467858
956347864,Madre,74968351
188456346,Madre,95824372
699276696,Hijo,61604917
555972591,Madre,50860377
986803490,Hija,42549870
391646464,Madre,95972403
701052078,Padre,35712736
289217503,Hijo,44654776
905649584,Madre,83802278
308181927,Padre,5871708
39186902,Padre,38277134
114623864,Hija,29581001
400827885,Conyuge,17521848
525772652,Hija,2434829
26093256,Hijo,18034873
520749710,Madre,14636662
548301210,Madre,86304259
795098563,Madre,93706086
462006199,Padre,47225075
720351563,Padre,60959724
496684477,Hijo,3391684
715737212,Padre,19066909
559524772,Conyuge,86081494
913337019,Madre,72809621
50205011,Conyuge,58125568
444407565,Madre,15005553
146570349,Conyuge,47731658
870499897,Hijo,98517287
607503565,Conyuge,76657265
295643583,Conyuge,86051219
947412425,Hijo,35644144
994219950,Conyuge,92707413
913928802,Hijo,27250886
697038421,Hijo,58118786
174013100,Padre,53598606
237533375,Madre,58181794
711958015,Madre,19164023
640206634,Conyuge,62176866
485817906,Hijo,54491828
829237088,Hijo,44193883
965669568,Conyuge,17246950
336138159,Hijo,46997955
636441273,Madre,57956345
948404694,Padre,42383016
795648299,Padre,28520563
897350967,Hija,45089867
14400311,Madre,33240429
797192187,Hijo,58552492
68752024,Hijo,45311606
858455540,Padre,16304666
516794107,Padre,86615024
519900430,Padre,17151999
110215865,Madre,91000820
496963595,Conyuge,41447366
114400384,Hijo,80238163
375436498,Hija,14051022
522193612,Conyuge,34463318
213130881,Hija,48746799
197857003,Conyuge,31556364
807954316,Padre,57224579
603006707,Hijo,19942542
966755650,Hijo,68245735
917074839,Padre,72761193
737698144,Padre,88708731
873627049,Hijo,10777061
689375112,Madre,74250498
478604316,Padre,25905355
550072574,Madre,2601662
195746785,Padre,70661000
175460421,Hijo,3401721
316241007,Madre,5664505
796580202,Conyuge,50158506
293023924,Hijo,84924803
198410130,Conyuge,58094722
285015611,Hijo,76618963
926977555,Padre,18156878
104101360,Madre,3584819
800936943,Hija,79835547
42033659,Hija,12749505
483607746,Conyuge,59203550
351634386,Padre,14281555
963357901,Conyuge,64754463
522027678,Padre,45251018
983838609,Hija,31735213
892957115,Madre,17436936
630172002,Madre,7542516
880532074,Padre,46923726
414801104,Padre,5926969
13227971,Padre,45518435
416572921,Madre,71104612
866500653,Madre,22902325
437700630,Hija,46486469
360782589,Hijo,16773059
731698555,Padre,54325408
531334726,Conyuge,68020574
318949804,Hijo,98818480
559606525,Madre,7454466
218172803,Conyuge,45955818
726094611,Hijo,37655185
455124005,Hija,33625471
462501849,Conyuge,38214904
478514904,Conyuge,89139593
152474390,Madre,20379180
30617318,Hija,50832873
159793257,Hijo,76618963
628650685,Hija,93797686
709120603,Madre,16823279
154454584,Hija,90119381
710093301,Hijo,938581
727083093,Conyuge,74207122
529131912,Conyuge,75811125
764418030,Padre,80325990
683068482,Hijo,65901406
65963627,Padre,67829949
472222205,Hijo,7341951
291478257,Hijo,51073607
657172602,Hijo,37033803
811054898,Madre,57661111
59810998,Hija,25456886
672678006,Hijo,96443492
558077568,Hijo,22507813
279550553,Hija,27503559
187587166,Conyuge,56966929
432984858,Hijo,84023108
360572593,Madre,383976
952946763,Padre,89789795
297707275,Hijo,17469123
137477654,Hija,19438451
568482668,Padre,11208384
316564098,Madre,3391684
41080006,Madre,49299572
571703411,Padre,88225443
881076724,Madre,59308149
186440077,Hijo,63374947
602972030,Hijo,98646142
363242716,Conyuge,13025033
629554961,Hija,12611786
366143364,Madre,61779181
69911906,Hija,31968222
250007594,Madre,38843962
596247784,Madre,9767789
660985630,Padre,40902705
896137653,Conyuge,81964860
758634692,Hija,20775722
128645191,Padre,24369084
258852823,Conyuge,32210088
829092047,Padre,31457677
994376110,Conyuge,66811657
681349388,Conyuge,7164034
992267203,Conyuge,59568012
677314231,Conyuge,13674354
816565580,Conyuge,15806640
941455711,Hijo,12326408
27975588,Hija,7494615
884601634,Conyuge,8620744
